incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"SFs killed three cadres of the CPI-Maoist, including an 'area commander', at Nayanpur in Giridih District of Jharkhand. Police said that several cadres were also injured in the three-hour gun battle. The slain Maoists, who were in fatigues, were identified as area commander Dinesh Pandit, Jeeblal Murmu and Shahdev Rai. The SFs also found an SLR, a .303 and a .315 rifle and ammunition.",2,809121403,Jharkhand,Giridih,Dumri,Nayanpur,NA,Dumri,24.655694444444443,86.00597222222223,2014,2014-09-12T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs recovered a five kilogram IED on Kohaiya-Ramkheta road from Kolhaiya forest under Rajpur Police Station area in Chatra District. They recovered it acting on a tip off provided by an arrested CPI-Maoist, identified as Nagina.",2,808211501,Jharkhand,Chatra,Chatra,Kolhaiya,-Ramkheta road from Kolhaiya forest under Rajpur Police Station area,Chatra,24.101861111111113,86.58547222222222,2015,2015-08-21T00:00:00Z,Maoist,Bombing,None,None,No,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs recovered a five kilogram IED on Kohaiya-Ramkheta road from Kolhaiya forest under Rajpur Police Station area in Chatra District. They recovered it acting on a tip off provided by an arrested CPI-Maoist, identified as Nagina.",2,808211502,Jharkhand,Chatra,Chatra,Kolhaiya,-Ramkheta road from Kolhaiya forest under Rajpur Police Station area,Chatra,24.101861111111113,86.58547222222222,2015,2015-08-21T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SFs recovered a large quantity of detonators from a Maoist hideout in Barha Chakarbandha forests between Dumaria and Imamganj Police Station areas in Gaya District. The detonators were recovered after half-an hour long encounter with the Maoists in the area, SSP Vinay Kumar said.",2,208091202,Bihar,Gaya,Dumaria,NA,Barha Chakarbandha forests,Imamganj,24.447222222222223,84.39711111111112,2012,2012-08-09T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs recovered a large quantity of detonators from a Maoist hideout in Barha Chakarbandha forests between Dumaria and Imamganj Police Station areas in Gaya District. The detonators were recovered after half-an hour long encounter with the Maoists in the area, SSP Vinay Kumar said.",2,208091203,Bihar,Gaya,NA,NA,NA,Imamganj,24.454965,84.581626,2012,2012-08-09T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs recovered a large quantity of explosive materials following an encounter with the Maoists in Mahuar forest region of Nawada District.,2,204081402,Bihar,Nawada,Kawakole,NA,Mahuar forest,Gobindpur,25.508694444444444,84.77630555555555,2014,2014-04-08T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs recovered a large quantity of explosive materials following an encounter with the Maoists in Mahuar forest region of Nawada District.,2,204081403,Bihar,Nawada,Kawakole,NA,Mahuar forest,Gobindpur,25.508694444444444,84.77630555555555,2014,2014-04-08T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs recovered one can-bomb and one pipe bomb suspected to be planted by the CPI-Maoist cadres between Ramatandi and Namolepo villages under Ghorabandha Police Station in Ghatsila sub-division of East Singhbhum District. SFs also seized 200 meters of wire from the spot.,2,808251201,Jharkhand,East Singhbhum,Ramatandi,Ghatsila,"Namolepo, Ghorabandha",Ghatshila,22.586416666666665,86.473,2012,2012-08-25T00:00:00Z,Maoist,Bombing,None,None,No,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs recovered one can-bomb and one pipe bomb suspected to be planted by the CPI-Maoist cadres between Ramatandi and Namolepo villages under Ghorabandha Police Station in Ghatsila sub-division of East Singhbhum District. SFs also seized 200 meters of wire from the spot.,2,808251202,Jharkhand,East Singhbhum,Ramatandi,Ghatsila,"Namolepo, Ghorabandha",Ghatshila,22.586416666666665,86.473,2012,2012-08-25T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs recovered two local guns, called 'bharmar', 53 rounds of ammunition and an IED weighing 5 kilograms after an encounter with CPI-Maoist cadres in the Chintagufa-Bheji area of Sukma District.",2,302041401,Chhattisgarh,Sukma,NA,NA,Chintagufa -Bheji area,Konta assembly constituency,17.945263,81.413078,2014,2014-02-04T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs recovered two local guns, called 'bharmar', 53 rounds of ammunition and an IED weighing 5 kilograms after an encounter with CPI-Maoist cadres in the Chintagufa-Bheji area of Sukma District.",2,302041402,Chhattisgarh,Sukma,NA,NA,Chintagufa -Bheji area,Konta assembly constituency,17.945263,81.413078,2014,2014-02-04T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs repulsed an attack launched on them by CPI-Maoist inside Chintalnar forest at Morpalli under Dornapal block in Chhattisgarh's Dantewada District and arrested a member of the ambush party following an encounter.,2,311101201,Chhattisgarh,Dantewada,Morpalli,Dornapal,Chintalnar forest,Konta assembly constituency,17.945263,81.413078,2012,2012-11-10T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs repulsed an attack launched on them by CPI-Maoist inside Chintalnar forest at Morpalli under Dornapal block in Chhattisgarh's Dantewada District and arrested a member of the ambush party following an encounter.,2,311101202,Chhattisgarh,Dantewada,Morpalli,Dornapal,Chintalnar forest,Konta assembly constituency,17.945263,81.413078,2012,2012-11-10T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SFs unearthed explosive materials belonging to CPI-Maoists in Kandhamal and Koraput Districts of Odisha during separate combing operations. The items seized from Samna village under Narayanpatna Block, Koraput District, included 129 gelatine sticks, 15 metres of codex wire and 20 metres of flexible wire, one tiffin bomb, maps, a steel container used to prepare IED, materials of day to day use, Maoist uniforms, leaflets and literature. Kandhamal District SP Jayanarayan Pankaj said that they seized three land mines, of the size of 20, 15 and five kg respectively, in a forest near Singaranga village.",2,1411141204,Odisha,Koraput,Narayanpatna,Samna,NA,Lakshmipur,18.8251,83.1226,2012,2012-11-14T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs unearthed explosive materials belonging to CPI-Maoists in Kandhamal and Koraput Districts of Odisha during separate combing operations. The items seized from Samna village under Narayanpatna Block, Koraput District, included 129 gelatine sticks, 15 metres of codex wire and 20 metres of flexible wire, one tiffin bomb, maps, a steel container used to prepare IED, materials of day to day use, Maoist uniforms, leaflets and literature. Kandhamal District SP Jayanarayan Pankaj said that they seized three land mines, of the size of 20, 15 and five kg respectively, in a forest near Singaranga village.",2,1411141205,Odisha,Kandhamal,Kotagarh,Singaranga,NA,Baliguda,19.8336,83.7252,2012,2012-11-14T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs, in two separate incidents, arrested CPI-Maoist Puran Murmu in Jamui District and CPI-Maoist Gopal Das in Munger District.",2,212111602,Bihar,Jamui,NA,NA,NA,NA,NA,NA,2016,2016-12-11T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SFs, in two separate incidents, arrested CPI-Maoist Puran Murmu in Jamui District and CPI-Maoist Gopal Das in Munger District.",2,212111603,Bihar,Munger,NA,NA,NA,NA,NA,NA,2016,2016-12-11T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SOG personnel and CPI-Maoist cadres exchanged fire for about 10 minutes at Beherakhai village under the Saintla Police Station in Balangir District of Odisha. According to information, some Maoists suddenly opened fire at the SOG personnel resulting in the exchange of fire while the latter were on a patrolling operation near the village under the Tikhari Reserve Forest area. Exchange of fire continued before the Maoists fled from the spot. Police seized detonators, solar lights with battery charger wires, Maoist literatures and daily consumable items, including cooking food, from the spot.",2,1410231401,Odisha,Balangir,Saintala,Beherakhai,Tikhari Reserve Forest,Titlagarh,20.4391,83.3442,2014,2014-10-23T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SOG personnel and CPI-Maoist cadres exchanged fire for about 10 minutes at Beherakhai village under the Saintla Police Station in Balangir District of Odisha. According to information, some Maoists suddenly opened fire at the SOG personnel resulting in the exchange of fire while the latter were on a patrolling operation near the village under the Tikhari Reserve Forest area. Exchange of fire continued before the Maoists fled from the spot. Police seized detonators, solar lights with battery charger wires, Maoist literatures and daily consumable items, including cooking food, from the spot.",2,1410231402,Odisha,Balangir,Saintala,Beherakhai,Tikhari Reserve Forest,Titlagarh,20.4391,83.3442,2014,2014-10-23T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Saket alias Rajesh Pudo (23), an 'area commander' of the CPI-Maoist from Gadchiroli District of Maharashtra surrendered before the Police at Mohla Police Station in Rajnandgaon District of Chhattisgarh. Saket also handed over 54 live rounds, three Self-Loaded Rifle (SLR) magazines and a walkie-talkie to Police. Acting on his information the Police also recovered a SLR from the forest area bordering Maharashtra and Chhattisgarh.",2,310171201,Chhattisgarh,Rajnandgaon,NA,NA,NA,NA,NA,NA,2012,2012-10-17T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,1,1,0,0,0
"Saket alias Rajesh Pudo (23), an 'area commander' of the CPI-Maoist from Gadchiroli District of Maharashtra surrendered before the Police at Mohla Police Station in Rajnandgaon District of Chhattisgarh. Saket also handed over 54 live rounds, three Self-Loaded Rifle (SLR) magazines and a walkie-talkie to Police. Acting on his information the Police also recovered a SLR from the forest area bordering Maharashtra and Chhattisgarh.",2,310171202,Chhattisgarh,Rajnandgaon,NA,NA,NA,NA,NA,NA,2012,2012-10-17T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Security Forces demolished a transit camp of CPI-Maoist and found explosives and ammunition following an hour long gun battle in the hills of Mahespur village under Gurabanda Police Station area in East Singhbhum District.,2,806181301,Jharkhand,East Singhbhum,Bahragora,Mahespur,NA,Baharagora,24.477055555555555,87.77041666666666,2013,2013-06-18T00:00:00Z,Security,Facility/Infrastructure Attack,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Demolished a transit camp,0,0,0,0,0,0,0,0,0,0,0
Security Forces demolished a transit camp of CPI-Maoist and found explosives and ammunition following an hour long gun battle in the hills of Mahespur village under Gurabanda Police Station area in East Singhbhum District.,2,806181302,Jharkhand,East Singhbhum,Baharagora,Mahespur,NA,Baharagora,24.477055555555555,87.77041666666666,2013,2013-06-18T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Security Forces recently recovered some documents from Maoist-hit Bijapur District after an encounter with Maoists, which revealed that the Gangalur Area Committee of the CPI-Maoist had organised a meeting in this connection.",2,310081301,Chhattisgarh,Bijapur,NA,NA,Gangalur,Bijapur,18.810951,80.91819,2013,2013-10-08T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Security Forces recently recovered some documents from Maoist-hit Bijapur District after an encounter with Maoists, which revealed that the Gangalur Area Committee of the CPI-Maoist had organised a meeting in this connection.",2,310081302,Chhattisgarh,Bijapur,NA,NA,Gangalur,Bijapur,18.810951,80.91819,2013,2013-10-08T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Security Forces recovered a powerful landmine suspected to have been planted by Maoists in the Jhitka forest along the road leading to Lalgarh from Binpur in West Midnapore District, a short while before TMC MP Subhendu Adhikari and party local MLA Srikanta Mahato were to pass by. Besides the landmine, 300 metres of electric wire, three detonators, a few iron balls and some gelatine sticks were also recovered from the area.",2,2110281101,West Bengal,West Midnapore,Binpur - i,Binpur,Jhitka forest,Jhargram,22.58422222222222,86.91941666666668,2011,2011-10-28T00:00:00Z,Maoist,Bombing,None,None,No,Government Officials,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Security Forces recovered a powerful landmine suspected to have been planted by Maoists in the Jhitka forest along the road leading to Lalgarh from Binpur in West Midnapore District, a short while before TMC MP Subhendu Adhikari and party local MLA Srikanta Mahato were to pass by. Besides the landmine, 300 metres of electric wire, three detonators, a few iron balls and some gelatine sticks were also recovered from the area.",2,2110281102,West Bengal,West Midnapore,Binpur - i,Binpur,Jhitka forest,Jhargram,22.58422222222222,86.91941666666668,2011,2011-10-28T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,No,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Security Forces recovered fourteen bombs from the Komakhan area in Mahasamund District. The bombs were recovered by a joint team of the CRPF and the state police following an encounter with Maoists. Second phase of polling will be held on November 19 in 72 constituencies.,2,311161301,Chhattisgarh,Mahasamund,Bagbahara,NA,Komakhan area,Khallari,20.9676,82.4685,2013,2013-11-16T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Security Forces recovered fourteen bombs from the Komakhan area in Mahasamund District. The bombs were recovered by a joint team of the CRPF and the state police following an encounter with Maoists. Second phase of polling will be held on November 19 in 72 constituencies.,2,311161302,Chhattisgarh,Mahasamund,Bagbahara,NA,Komakhan area,Khallari,20.9676,82.4685,2013,2013-11-16T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Security personnel recovered around 400 IEDs during a search operation in Latehar and Palamu Districts. State Police Spokesperson S.N. Pradhan said ""250 IEDs were recovered on Sunday and 162 on Saturday in Maoist-dominated forested areas in Latehar and Palamu.""",2,808091501,Jharkhand,Latehar,Latehar,NA,forested areas in Latehar and Palamu,Latehar,23.746194444444445,84.50886111111112,2015,2015-08-09T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Security personnel recovered around 400 IEDs during a search operation in Latehar and Palamu Districts. State Police Spokesperson S.N. Pradhan said ""250 IEDs were recovered on Sunday and 162 on Saturday in Maoist-dominated forested areas in Latehar and Palamu.""",2,808081502,Jharkhand,Palamu,NA,NA,forested areas in Latehar and Palamu,NA,NA,NA,2015,2015-08-08T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Senior CPI-Maoist leaders put sharpshooters on the job to gun down a former journalist in Gumla District to avenge his apparent role in putting a Maoist 'zonal commander' behind bars in June, 2015, the Jharkhand Police said after the arrest of three youths. Interrogations of the youths, Md Nasir, Md Azad and Md Azim, revealed that Maoists believed Satish Tiwary, the journalist turned-farmer, was the prime mover behind the arrest of Prasad Lakra, a 'zonal commander'. The murder of Tiwary, who was also believed to have facilitated the arrest of another Maoist with INR One million rewards on his head some years earlier when he was working for a vernacular daily, was planned meticulously. The three youths revealed they had been deputed to keep track of Tiwary's movements and kill him. Allegedly, a Maoist 'area commander', who identified himself as Birbal, had given the trio ""mobile phones and other logistical support"" to keep tabs on Tiwari and then kill him.",2,807151502,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2015,2015-07-15T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
"Senior CPI-Maoist leaders put sharpshooters on the job to gun down a former journalist in Gumla District to avenge his apparent role in putting a Maoist 'zonal commander' behind bars in June, 2015, the Jharkhand Police said after the arrest of three youths. Interrogations of the youths, Md Nasir, Md Azad and Md Azim, revealed that Maoists believed Satish Tiwary, the journalist turned-farmer, was the prime mover behind the arrest of Prasad Lakra, a 'zonal commander'. The murder of Tiwary, who was also believed to have facilitated the arrest of another Maoist with INR One million rewards on his head some years earlier when he was working for a vernacular daily, was planned meticulously. The three youths revealed they had been deputed to keep track of Tiwary's movements and kill him. Allegedly, a Maoist 'area commander', who identified himself as Birbal, had given the trio ""mobile phones and other logistical support"" to keep tabs on Tiwari and then kill him.",2,807151503,Jharkhand,Gumla,NA,NA,NA,NA,NA,NA,2015,2015-07-15T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Other Civilian,NA,1,0,1,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
