property_damage,value_property_damage,incident_summary
1,Maoist training camp,"A Maoist was killed and a training camp of the CPI-Maoists was destroyed during a fierce encounter between the Maoists and the SF personnel at Marangpur in Khunti District. Personnel of the CRPF, Jharkhand Jaguar Force (JJF) and State Police were involved in the operation. Two IEDs each weighing 40-kilogrammes and detonators were recovered from the Maoist camp after the encounter. Four UPS and inverters used in operating computer sets, wireless sets, flash lights and other materials were also recovered."
0,NA,"Two persons identified as Sohail Ansari and Islam Ansari suspected to be supplying weapons to the Maoists were arrested by the Police from Sector-9 of Bokaro Steel Plant at Madhudih village in Bokaro District. A pistol, two country-made guns and 14 cartridges were recovered from their possession."
0,NA,"Two CPI-Maoist cadres, identified as Tribhuvan Singh Munda and Ganesh Singh of the Ramu alias Machchar group in Kolad village under Bundu Police Station, were arrested by the Ranchi Police along with a 20kg can-bomb and several detonators in Ranchi District. The police also recovered a 9mm pistol from their possession."
0,NA,"Police arrested a CPI-Maoist cadre, identified as Sanatan Baski, from Rola village of Pakur District. He was allegedly involved in the killing of Pakur Superintendent of Police (SP) Amarjit Balihar on July 2."
0,NA,CPI-Maoist cadre Hopna Hembrom was arrested from Shikaripara in Dumka District. Police said Hopna was wanted in four cases of Maoist violence.
0,NA,"One Maoist cadre, identified as Vijay Murmu alias Ratan, was arrested along with an IED weighing over five kilograms, from Pirtand block in Giridih District."
1,"generator set, the battery panel","Maoist cadres set ablaze the generator and battery panel of the Airtel tower in Pandu block in Palamu District. The tower has stopped functioning. Sources said about half a dozen people reached this tower, took out fuel from the generator set and set ablaze the generator set and the battery panel. SP Patel Mayur K Lal has confirmed this arson saying the Maoists have done this just to make their presence felt. Palamu remained bandh on August 31 in the wake of Maoists call. Buses for Ranchi from Daltonganj did not roll out."
0,NA,"Jharkhand Police reportedly arrested a hardcore Maoist cadre, Pradeep Mondal alias Mahesjee alias Gopalji, from Itwa under Ghatshila Police station in the East Singhbhum District."
0,NA,"JLT cadres abducted a Government official from the Palamau District and demanded a ransom of INR 2000000, Police said on September 1. About 20 JLT cadres abducted Alok Kumar at gunpoint from the Kekargarh village, 190 kilometres from State capital Ranchi, in the evening of August 31. Kumar, a Circle Officer of Paki block, was abducted when he went there for selecting the Aganwadi (Government sponsored child-care and mother-care center) members. The extremists alleged that Kumar had already selected the Aganwadi members after taking bribe and was just completing formalities by visiting the village, a Police officer said. An operation has been launched to rescue Kumar, the officer added."
0,NA,Police recovered an illegal mini-gun factory and recovered 51 guns from the forests of Deoghar District. The guns were in the process of being assembled at the factory in Kishanpur locality under Margomunda Police Station when Police raided the spot.
0,NA,"A joint team of the 26th Battalion of CRPF and District Police found a Maoist-run gun and grenade factory during an integrated combing operation near the Beltharwa forests in Jhumra in Bokaro District. A live grenade, a pistol, two mortars, a dozen live cartridges, 100 bullet covers and drilling machines used for making guns among other things were recovered from the raid."
0,NA,"Two hardcore cadres, identified as Panchu Badaik and Bharat Singh alias Tharthare of the PLFI, a splinter group of the CPI-Maoist, were killed in an exchange of fire with Police and CRPF personnel at Kauajor forest under Bano Police Station limits in Simdega District of Jharkhand. Three cadres, identified as Jibanmasi Topno, Sanjay Surin and Bhubaneswar Yadav were also arrested by the SFs along with seven rifles, three small arms, 50 rounds of live bullets, uniforms, PLFI literatures and seven mobile phones."
0,NA,"One 47-year-old dhaba owner, Umesh Sahu, was killed by suspected JJMP cadres at Bishunpur in Gumla District, triggering a massive roadblock by villagers for over five hours, who demanded better Policing. The blockade was removed after SP Chandan Jha pacified protesters. JJMP is a splinter group of the CPI-Maoist."
0,NA,"Two PLFI cadres, identified as Benjamin Baghwar (27) and Augustus Baghwar (28), were killed in an hour-long encounter with the Police in the Surang forests of Gumla District, about 100 kilometers from the State capital Ranchi. The Superintendent of Police (SP) Upendra Kumar said three other cadres managed to escape. A DBBL gun and a country-made gun were recovered from the incident site, Police sources said."
0,NA,"An encounter took place between the Police and Maoists at Kalrabera forest under Ghurabandha Police Station in the Ghatshila sub-division. The East Singhbhum However, no casualty was reported from either side."
1,three cars,"Cadres of the CPI-Maoist set ablaze three vehicles and assaulted a relative of a former RJD party legislator in Latehar District, Police said. About 20 Maoists raided Barihatu village and set three cars on fire by sprinkling patrol on them. They later beat up an uncle of Prakash Ram, a former RJD legislator, a Police officer said."
0,NA,"On a tip-off the Giddi Police arrested five Naxalites, identified as Raj Kumar Gupta, Sandeep Sao, Nakul Sao, Prakash Kumar Sao and Ram Chandra Sao, from a house in Chumba village of Dadi block in Hazaribagh District of Jharkhand. The Police recovered two country-made carbines, 10 live cartridges, six mobiles and some posters from their possession."
0,NA,"CPI-Maoist cadres killed a village guard in the Pachmo village under the Mahuatand Police Station in Bokaro District. Police sources said the Maoists killed Ramdhani Ganju suspecting him to be a Police informer. The incident occurred when Ganju was attending a function in his village on the occasion of Karma Puja (religious worship). Approximately 100 armed Maoists held Ganju captive and took him to a nearby community building and later chopped off his neck. The Maoists also left behind pamphlets at the spot which said, ""Jo mukhbiri karega, uska yehi halat hoga (Police informers would be dealt in a similar manner)."" Police later recovered Ganju's body from the incident site."
0,NA,Two CPI-Maoist cadres were killed in an exchange of fire with the SFs in the Ranga area under Manoharpur Police limits of Saranda forest in West Singhbhum District.
0,NA,"Wanted CPI-Maoist 'platoon commander' Diwakar alias Kishore Kisku, and his aide Gangaram Kerai were arrested from the Saranda forests in West Singhbhum District of Jharkhand. Police found a loaded country made pistol, live cartridges, 14 pieces of detonator, mobile phones, transistors, memory cards, chargers and batteries, INR 19,160 in cash and items of daily use from the duo."
0,NA,"Buddheswar Oraon, a person belonging to tribal community, and his son, Anil, were shot dead by cadres of the PLFI, a break away faction of the CPI-Maoist over a land dispute in Adar village under Gumla District."
0,NA,CPI-Maoist cadres fired at SF personnel who retaliated the firing at Rongo village in West Singhbhum District.
0,NA,A CRPF trooper was killed in an encounter with CPI-Maoists in Tebo Valley in West Singhbhum District. Santosh Kumar Singh of 209 of CoBRA suffered splinter injuries on his chest and was airlifted to Ranchi where he died.
0,NA,"Two persons, a truck driver and a cleaner, identified as Heeralal Oraon (30) and Nilesh Oraon (26) respectively, were killed and four labourers - Ashok Oraon, Sureshwar Oraon, Sameer Oraon and Upendra Oraon - sustained injuries when they were caught in an encounter between SF personnel and CPI-Maoist cadres at Marwai village under Bishunpur Police Station limits in Gumla District of Jharkhand."
0,NA,"The Garhwah Police arrested a CPI-Maoist 'area commander', identified as Jeetendra Korwa, who had a reward of INR 300,000 on him from a house of one Kameshwer Karwa at Bhauri village in Garhwah District of Jharkhand. Police recovered a country made revolver from his possession."
0,NA,Two powerful IEDs were recovered during a joint anti-CPI-Maoist operation in Chengde village under Rania Police Station of Khunti District.
0,NA,"Three cadres of LWE, Samrat Giroh, were killed in a fratricidal war with cadres of PLFI in Kashira village under Karra Police Station limits of Khunti District. The bodies of the three were found by locals on the next day morning, all had multiple bullet injuries. The Samrat Giroh and PLFI share regions of dominance in Karra and Lapung and often indulge in fratricidal war to establish supremacy. The slain extremists were identified as Rahul Swashi, Anil Kumar and Mukesh Singh. ""Four persons were targeted by armed men in the intervening night of Saturday and Sunday. The fourth man possibly managed to escape,"" said Khunti SP Anish Gupta. PLFI is a breakaway faction of CPI-Maoist."
